530.8,0.003,0.008,0.023
531,0.003,0.008,0.023
531.2,0.003,0.008,0.023
531.4,0.003,0.008,0.022
531.6,0.003,0.008,0.022
531.8,0.003,0.008,0.022
532,0.002,0.007,0.022
532.2,0.002,0.007,0.021
532.4,0.002,0.007,0.021
532.6,0.002,0.007,0.02
532.8,0.002,0.007,0.02
533,0.002,0.006,0.02
533.2,0.001,0.006,0.019
533.4,0.001,0.006,0.019
533.6,0.001,0.006,0.019
533.8,0.001,0.006,0.019
534,0.001,0.006,0.018
534.2,0,0.005,0.018
534.4,0,0.005,0.017
534.6,0,0.005,0.017
534.8,0,0.005,0.017
535,0,0.005,0.016
535.2,0,0.004,0.016
535.4,-0.001,0.004,0.016
535.6,-0.001,0.004,0.015
535.8,-0.001,0.004,0.015
536,-0.001,0.003,0.015
536.2,-0.001,0.003,0.014
536.4,-0.001,0.003,0.014
536.6,-0.001,0.003,0.014
536.8,-0.001,0.003,0.014
537,-0.001,0.003,0.013
537.2,-0.001,0.003,0.013
537.4,-0.002,0.003,0.013
537.6,-0.002,0.003,0.013
537.8,-0.002,0.002,0.013
538,-0.002,0.002,0.012
538.2,-0.002,0.002,0.012
538.4,-0.003,0.002,0.011
538.6,-0.003,0.002,0.011
538.8,-0.003,0.001,0.011
539,-0.003,0.001,0.01
539.2,-0.003,0.001,0.01
539.4,-0.003,0.001,0.01
539.6,-0.004,0.001,0.009
539.8,-0.004,0,0.009
540,-0.004,0,0.009
540.2,-0.004,0,0.008
540.4,-0.004,0,0.008
540.6,-0.004,0,0.008
540.8,-0.004,0,0.008
541,-0.004,0,0.008
541.2,-0.004,0,0.008
541.4,-0.004,0,0.007
541.6,-0.004,-0.001,0.007
541.8,-0.005,-0.001,0.007
542,-0.005,-0.001,0.006
542.2,-0.005,-0.001,0.006
542.4,-0.005,-0.001,0.006
542.6,-0.005,-0.001,0.005
542.8,-0.006,-0.001,0.005
543,-0.006,-0.001,0.005
543.2,-0.006,-0.001,0.005
543.4,-0.006,-0.002,0.004
543.6,-0.006,-0.001,0.004
543.8,-0.006,-0.002,0.004
544,-0.006,-0.001,0.004
544.2,-0.006,-0.001,0.004
544.4,-0.006,-0.002,0.004
544.6,-0.007,-0.002,0.003
544.8,-0.007,-0.002,0.003
545,-0.007,-0.002,0.003
545.2,-0.007,-0.002,0.003
545.4,-0.006,-0.002,0.003
545.6,-0.007,-0.002,0.003
